"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neurotocism","agreeableness","conscientiousness","openness"
20,"Male","BR",1,3,2,3,5,4,4,5,3,2,5,1,5,5,5,"1, 3, 2","3, 5, 4","4 5 3","2 5 1","5 5 5"
38,"Male","AU",2,4,4,2,2,1,5,4,3,3,4,4,1,3,3,"2, 4, 4","2, 2, 1","5 4 3","3 4 4","1 3 3"
35,"Female","US",1,2,2,5,5,5,5,4,3,3,3,2,3,5,5,"1, 2, 2","5, 5, 5","5 4 3","3 3 2","3 5 5"
15,"Female","US",1,1,2,5,5,3,2,5,3,4,5,1,5,5,4,"1, 1, 2","5, 5, 3","2 5 3","4 5 1","5 5 4"
24,"Female","IN",1,3,3,4,4,5,4,4,3,3,5,1,5,4,3,"1, 3, 3","4, 4, 5","4 4 3","3 5 1","5 4 3"
29,"Male","IN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"2, 2, 2","2, 2, 2","2 2 2","2 2 2","2 2 2"
19,"Female","IN",4,5,5,4,4,2,5,4,5,4,4,4,2,5,5,"4, 5, 5","4, 4, 2","5 4 5","4 4 4","2 5 5"
22,"Female","IN",5,5,5,1,1,1,5,1,5,5,5,5,5,5,5,"5, 5, 5","1, 1, 1","5 1 5","5 5 5","5 5 5"
19,"Male","PK",2,2,4,2,2,5,2,4,5,4,4,3,5,5,5,"2, 2, 4","2, 2, 5","2 4 5","4 4 3","5 5 5"
52,"Female","FI",2,5,5,2,2,1,2,5,4,4,4,4,4,5,4,"2, 5, 5","2, 2, 1","2 5 4","4 4 4","4 5 4"
24,"Female","CA",3,4,3,3,3,3,5,4,4,3,4,3,4,5,5,"3, 4, 3","3, 3, 3","5 4 4","3 4 3","4 5 5"
32,"Male","PL",2,4,5,3,5,2,5,4,2,4,5,4,5,3,5,"2, 4, 5","3, 5, 2","5 4 2","4 5 4","5 3 5"
13,"Female","US",2,2,2,2,2,2,4,5,5,3,3,5,5,4,3,"2, 2, 2","2, 2, 2","4 5 5","3 3 5","5 4 3"
22,"Female","TN",4,4,3,5,4,4,3,5,4,3,5,2,4,5,4,"4, 4, 3","5, 4, 4","3 5 4","3 5 2","4 5 4"
20,"Female","CZ",1,2,4,4,4,4,4,5,3,4,5,3,4,3,4,"1, 2, 4","4, 4, 4","4 5 3","4 5 3","4 3 4"
19,"Male","CL",2,3,2,2,2,3,4,4,4,2,4,1,4,5,5,"2, 3, 2","2, 2, 3","4 4 4","2 4 1","4 5 5"
21,"Male","AR",1,2,1,4,4,2,2,4,4,3,4,4,5,4,4,"1, 2, 1","4, 4, 2","2 4 4","3 4 4","5 4 4"
16,"Female","RU",5,5,4,5,5,2,5,5,3,4,5,3,5,5,5,"5, 5, 4","5, 5, 2","5 5 3","4 5 3","5 5 5"
19,"Female","US",3,4,4,4,4,3,5,5,3,4,5,4,4,4,3,"3, 4, 4","4, 4, 3","5 5 3","4 5 4","4 4 3"
14,"Female","GB",2,1,2,3,1,2,5,2,3,2,5,1,5,5,4,"2, 1, 2","3, 1, 2","5 2 3","2 5 1","5 5 4"
16,"Female","RU",1,1,2,5,5,5,3,1,2,4,3,2,3,1,1,"1, 1, 2","5, 5, 5","3 1 2","4 3 2","3 1 1"
22,"Female","US",5,5,5,3,4,1,5,5,5,4,4,5,5,4,5,"5, 5, 5","3, 4, 1","5 5 5","4 4 5","5 4 5"
19,"Female","SA",4,4,4,3,5,3,4,5,4,4,4,4,5,5,5,"4, 4, 4","3, 5, 3","4 5 4","4 4 4","5 5 5"
28,"Female","GB",3,3,3,1,4,1,3,5,3,2,3,1,5,5,5,"3, 3, 3","1, 4, 1","3 5 3","2 3 1","5 5 5"
20,"Female","BR",1,1,1,5,4,5,3,3,4,4,3,5,4,3,3,"1, 1, 1","5, 4, 5","3 3 4","4 3 5","4 3 3"
1984,"Other","US",3,3,2,3,5,2,3,5,4,5,4,5,2,3,3,"3, 3, 2","3, 5, 2","3 5 4","5 4 5","2 3 3"
15,"Female","SG",1,3,3,2,3,3,3,5,3,2,5,1,4,3,2,"1, 3, 3","2, 3, 3","3 5 3","2 5 1","4 3 2"
19,"Male","US",2,5,3,2,3,1,5,4,4,4,5,4,5,5,5,"2, 5, 3","2, 3, 1","5 4 4","4 5 4","5 5 5"
18,"Female","US",3,4,4,4,3,3,4,5,4,4,5,3,3,4,4,"3, 4, 4","4, 3, 3","4 5 4","4 5 3","3 4 4"
19,"Other","CA",2,3,2,2,4,2,3,5,2,2,4,2,5,5,4,"2, 3, 2","2, 4, 2","3 5 2","2 4 2","5 5 4"
50,"Male","US",2,4,3,3,4,2,5,5,5,2,5,4,5,4,4,"2, 4, 3","3, 4, 2","5 5 5","2 5 4","5 4 4"
21,"Female","SA",2,3,1,5,2,1,4,5,5,2,1,1,1,5,5,"2, 3, 1","5, 2, 1","4 5 5","2 1 1","1 5 5"
17,"Male","SY",2,3,2,1,2,2,2,2,3,4,4,2,5,5,5,"2, 3, 2","1, 2, 2","2 2 3","4 4 2","5 5 5"
25,"Female","US",4,5,5,4,4,4,5,5,5,4,5,5,5,5,5,"4, 5, 5","4, 4, 4","5 5 5","4 5 5","5 5 5"
25,"Female","IT",3,4,2,2,5,1,5,5,4,4,4,2,4,4,3,"3, 4, 2","2, 5, 1","5 5 4","4 4 2","4 4 3"
26,"Male","US",4,5,5,1,4,1,5,5,5,5,5,4,5,5,5,"4, 5, 5","1, 4, 1","5 5 5","5 5 4","5 5 5"
38,"Female","PT",2,2,2,4,4,4,1,1,1,3,4,2,2,4,2,"2, 2, 2","4, 4, 4","1 1 1","3 4 2","2 4 2"
70,"Male","SE",2,4,3,3,2,2,4,4,3,4,4,4,4,4,4,"2, 4, 3","3, 2, 2","4 4 3","4 4 4","4 4 4"
25,"Female","US",2,4,2,2,3,3,4,3,3,3,4,1,5,4,4,"2, 4, 2","2, 3, 3","4 3 3","3 4 1","5 4 4"
16,"Female","CA",1,2,3,4,4,5,3,4,3,2,3,1,3,4,2,"1, 2, 3","4, 4, 5","3 4 3","2 3 1","3 4 2"
35,"Female","NO",3,4,3,2,2,3,3,5,3,3,4,4,4,5,5,"3, 4, 3","2, 2, 3","3 5 3","3 4 4","4 5 5"
19,"Female","US",2,4,3,3,4,2,2,4,4,4,4,3,3,5,3,"2, 4, 3","3, 4, 2","2 4 4","4 4 3","3 5 3"
18,"Female","US",3,5,4,2,4,2,5,5,4,5,5,3,5,5,5,"3, 5, 4","2, 4, 2","5 5 4","5 5 3","5 5 5"
17,"Male","US",3,5,4,1,1,1,5,5,5,3,2,2,5,5,5,"3, 5, 4","1, 1, 1","5 5 5","3 2 2","5 5 5"
58,"Female","CA",3,4,4,4,4,3,5,5,4,5,5,5,5,5,5,"3, 4, 4","4, 4, 3","5 5 4","5 5 5","5 5 5"
21,"Female","US",2,2,3,4,5,4,5,4,3,3,4,2,5,3,5,"2, 2, 3","4, 5, 4","5 4 3","3 4 2","5 3 5"
20,"Female","US",4,5,5,3,5,2,5,5,3,4,4,3,3,4,5,"4, 5, 5","3, 5, 2","5 5 3","4 4 3","3 4 5"
34,"Male","GB",1,3,2,4,3,5,3,4,3,2,3,2,3,3,3,"1, 3, 2","4, 3, 5","3 4 3","2 3 2","3 3 3"
28,"Female","IT",3,3,2,4,4,4,4,5,3,4,5,2,5,5,3,"3, 3, 2","4, 4, 4","4 5 3","4 5 2","5 5 3"
16,"Male","CY",2,4,2,3,4,4,5,4,5,1,2,3,5,4,5,"2, 4, 2","3, 4, 4","5 4 5","1 2 3","5 4 5"
48,"Male","US",3,4,3,2,2,2,4,2,3,3,4,4,4,4,4,"3, 4, 3","2, 2, 2","4 2 3","3 4 4","4 4 4"
20,"Male","CL",1,4,4,3,5,4,3,4,3,4,5,2,5,4,4,"1, 4, 4","3, 5, 4","3 4 3","4 5 2","5 4 4"
23,"Male","US",4,5,5,1,2,1,5,3,4,3,3,4,5,4,4,"4, 5, 5","1, 2, 1","5 3 4","3 3 4","5 4 4"
21,"Female","US",3,4,5,5,5,5,4,4,3,4,3,3,5,3,4,"3, 4, 5","5, 5, 5","4 4 3","4 3 3","5 3 4"
14,"Female","GB",3,2,2,5,5,4,4,3,3,3,5,3,4,4,3,"3, 2, 2","5, 5, 4","4 3 3","3 5 3","4 4 3"
49,"Male","US",1,5,5,1,5,1,5,5,5,5,5,5,5,5,5,"1, 5, 5","1, 5, 1","5 5 5","5 5 5","5 5 5"
38,"Male","US",1,4,3,2,3,1,5,5,4,4,3,5,5,4,3,"1, 4, 3","2, 3, 1","5 5 4","4 3 5","5 4 3"
19,"Male","US",5,5,5,2,4,2,5,5,5,4,5,5,5,5,5,"5, 5, 5","2, 4, 2","5 5 5","4 5 5","5 5 5"
15,"Male","US",2,3,3,3,5,2,4,4,3,4,5,4,4,5,5,"2, 3, 3","3, 5, 2","4 4 3","4 5 4","4 5 5"
36,"Female","US",2,1,2,3,4,4,2,4,1,4,4,4,4,5,4,"2, 1, 2","3, 4, 4","2 4 1","4 4 4","4 5 4"
22,"Female","US",4,4,4,5,5,5,5,4,4,3,5,4,4,3,3,"4, 4, 4","5, 5, 5","5 4 4","3 5 4","4 3 3"
20,"Male","IN",3,5,5,2,5,1,5,5,5,4,5,2,5,5,5,"3, 5, 5","2, 5, 1","5 5 5","4 5 2","5 5 5"
27,"Female","MX",3,4,5,3,3,2,4,4,4,3,3,3,4,4,5,"3, 4, 5","3, 3, 2","4 4 4","3 3 3","4 4 5"
30,"Female","DE",3,5,5,3,1,2,5,5,5,3,5,5,3,4,2,"3, 5, 5","3, 1, 2","5 5 5","3 5 5","3 4 2"
35,"Male","NL",4,4,3,2,2,1,5,3,4,2,5,2,4,4,5,"4, 4, 3","2, 2, 1","5 3 4","2 5 2","4 4 5"
16,"Male","US",3,2,1,2,5,2,4,1,1,3,4,1,5,5,5,"3, 2, 1","2, 5, 2","4 1 1","3 4 1","5 5 5"
19,"Female","GB",5,4,5,4,3,1,5,4,5,3,5,4,5,3,5,"5, 4, 5","4, 3, 1","5 4 5","3 5 4","5 3 5"
17,"Male","SE",4,4,5,3,5,4,5,2,4,3,3,3,5,5,5,"4, 4, 5","3, 5, 4","5 2 4","3 3 3","5 5 5"
61,"Female","CA",4,4,4,2,3,1,5,4,4,2,4,2,4,3,4,"4, 4, 4","2, 3, 1","5 4 4","2 4 2","4 3 4"
14,"Female","BG",5,1,3,5,5,5,5,1,5,5,5,5,5,5,3,"5, 1, 3","5, 5, 5","5 1 5","5 5 5","5 5 3"
57,"Male","CA",4,5,5,1,2,2,5,2,5,5,5,5,3,5,5,"4, 5, 5","1, 2, 2","5 2 5","5 5 5","3 5 5"
36,"Female","CA",2,2,1,5,5,3,3,5,4,4,4,3,3,5,4,"2, 2, 1","5, 5, 3","3 5 4","4 4 3","3 5 4"
22,"Female","PK",1,3,2,4,4,4,2,5,4,3,3,4,2,3,3,"1, 3, 2","4, 4, 4","2 5 4","3 3 4","2 3 3"
18,"Female","US",3,3,3,5,5,4,4,4,4,5,5,5,4,4,3,"3, 3, 3","5, 5, 4","4 4 4","5 5 5","4 4 3"
43,"Female","HU",3,5,5,4,3,2,5,4,4,4,3,4,5,4,2,"3, 5, 5","4, 3, 2","5 4 4","4 3 4","5 4 2"
51,"Female","GB",1,5,5,3,5,2,5,5,5,2,3,1,4,2,1,"1, 5, 5","3, 5, 2","5 5 5","2 3 1","4 2 1"
18,"Male","US",2,2,1,2,3,1,4,5,2,4,5,4,3,5,4,"2, 2, 1","2, 3, 1","4 5 2","4 5 4","3 5 4"
21,"Male","US",1,1,2,4,5,2,3,4,2,1,3,2,4,2,2,"1, 1, 2","4, 5, 2","3 4 2","1 3 2","4 2 2"
44,"Female","US",5,5,5,2,1,2,4,1,4,5,5,5,3,5,5,"5, 5, 5","2, 1, 2","4 1 4","5 5 5","3 5 5"
38,"Female","US",2,5,4,2,3,2,5,5,5,5,5,5,5,5,4,"2, 5, 4","2, 3, 2","5 5 5","5 5 5","5 5 4"
23,"Male","RO",3,2,4,4,4,3,5,5,4,3,4,5,5,3,3,"3, 2, 4","4, 4, 3","5 5 4","3 4 5","5 3 3"
22,"Male","US",4,4,5,1,2,2,4,3,4,4,3,3,5,5,5,"4, 4, 5","1, 2, 2","4 3 4","4 3 3","5 5 5"
22,"Female","US",5,5,5,5,5,4,5,5,4,4,2,4,5,5,5,"5, 5, 5","5, 5, 4","5 5 4","4 2 4","5 5 5"
45,"Female","US",5,4,4,4,4,4,3,3,4,4,4,4,4,4,3,"5, 4, 4","4, 4, 4","3 3 4","4 4 4","4 4 3"
49,"Male","US",1,1,2,2,4,2,4,4,3,4,4,4,4,5,5,"1, 1, 2","2, 4, 2","4 4 3","4 4 4","4 5 5"
22,"Female","BR",4,4,5,2,3,2,5,5,4,4,4,2,5,4,5,"4, 4, 5","2, 3, 2","5 5 4","4 4 2","5 4 5"
22,"Female","SI",4,3,4,4,5,4,4,3,4,4,5,2,2,4,4,"4, 3, 4","4, 5, 4","4 3 4","4 5 2","2 4 4"
31,"Male","GB",1,4,4,4,4,2,2,2,3,4,4,5,5,5,4,"1, 4, 4","4, 4, 2","2 2 3","4 4 5","5 5 4"
16,"Female","GB",3,2,2,4,4,4,3,3,3,3,3,4,3,3,2,"3, 2, 2","4, 4, 4","3 3 3","3 3 4","3 3 2"
24,"Male","ES",3,4,4,1,3,2,4,5,3,5,4,2,5,4,4,"3, 4, 4","1, 3, 2","4 5 3","5 4 2","5 4 4"
20,"Male","HU",1,4,2,2,3,2,3,3,3,3,3,2,5,5,5,"1, 4, 2","2, 3, 2","3 3 3","3 3 2","5 5 5"
47,"Male","GB",3,2,3,3,4,3,4,5,5,4,5,3,5,4,5,"3, 2, 3","3, 4, 3","4 5 5","4 5 3","5 4 5"
21,"Female","US",1,1,4,5,5,2,5,5,3,4,5,5,4,4,3,"1, 1, 4","5, 5, 2","5 5 3","4 5 5","4 4 3"
41,"Male","US",3,3,2,2,5,1,3,4,5,4,4,3,5,4,4,"3, 3, 2","2, 5, 1","3 4 5","4 4 3","5 4 4"
15,"Male","US",3,4,4,3,5,5,4,4,3,4,4,1,5,4,5,"3, 4, 4","3, 5, 5","4 4 3","4 4 1","5 4 5"
22,"Male","US",2,3,3,3,4,2,5,5,4,4,5,5,5,4,4,"2, 3, 3","3, 4, 2","5 5 4","4 5 5","5 4 4"
13,"Male","GB",4,4,3,2,4,2,4,3,4,5,5,4,3,5,4,"4, 4, 3","2, 4, 2","4 3 4","5 5 4","3 5 4"
41,"Female","US",3,2,3,5,5,2,4,5,4,3,5,5,5,5,4,"3, 2, 3","5, 5, 2","4 5 4","3 5 5","5 5 4"
24,"Female","US",4,4,4,5,4,2,4,5,5,2,5,1,5,4,5,"4, 4, 4","5, 4, 2","4 5 5","2 5 1","5 4 5"
25,"Female","US",5,5,5,4,4,2,5,5,5,5,5,5,3,4,3,"5, 5, 5","4, 4, 2","5 5 5","5 5 5","3 4 3"
51,"Female","US",3,3,2,2,3,3,3,4,3,4,4,4,4,3,4,"3, 3, 2","2, 3, 3","3 4 3","4 4 4","4 3 4"
18,"Male","US",3,5,4,4,4,3,4,4,4,5,4,4,4,4,4,"3, 5, 4","4, 4, 3","4 4 4","5 4 4","4 4 4"
39,"Male","US",2,3,2,2,3,3,3,4,4,3,4,3,4,5,4,"2, 3, 2","2, 3, 3","3 4 4","3 4 3","4 5 4"
18,"Female","US",3,3,3,2,4,1,3,4,4,3,4,2,3,3,4,"3, 3, 3","2, 4, 1","3 4 4","3 4 2","3 3 4"
15,"Male","US",2,2,4,4,4,4,4,4,2,1,3,1,4,4,5,"2, 2, 4","4, 4, 4","4 4 2","1 3 1","4 4 5"
29,"Female","US",2,3,3,5,4,3,4,4,3,5,3,4,4,3,3,"2, 3, 3","5, 4, 3","4 4 3","5 3 4","4 3 3"
22,"Female","PH",3,3,4,4,4,4,3,4,4,3,3,3,3,3,5,"3, 3, 4","4, 4, 4","3 4 4","3 3 3","3 3 5"
23,"Female","US",3,4,4,2,2,1,4,2,4,4,5,1,3,5,3,"3, 4, 4","2, 2, 1","4 2 4","4 5 1","3 5 3"
14,"Female","US",1,2,1,5,5,5,3,4,3,4,5,4,4,4,3,"1, 2, 1","5, 5, 5","3 4 3","4 5 4","4 4 3"
18,"Female","US",1,1,1,3,3,3,5,5,1,3,4,3,4,4,4,"1, 1, 1","3, 3, 3","5 5 1","3 4 3","4 4 4"
15,"Female","US",2,4,4,4,5,4,4,4,2,3,5,2,5,3,5,"2, 4, 4","4, 5, 4","4 4 2","3 5 2","5 3 5"
48,"Male","US",4,4,4,5,5,5,5,5,5,2,3,2,5,4,4,"4, 4, 4","5, 5, 5","5 5 5","2 3 2","5 4 4"
25,"Female","BR",2,3,2,5,4,4,3,4,4,4,5,2,5,5,5,"2, 3, 2","5, 4, 4","3 4 4","4 5 2","5 5 5"
24,"Male","PH",2,3,3,3,2,3,3,4,4,3,4,3,5,4,3,"2, 3, 3","3, 2, 3","3 4 4","3 4 3","5 4 3"
25,"Female","BR",3,3,3,4,5,4,3,4,4,4,5,2,5,5,5,"3, 3, 3","4, 5, 4","3 4 4","4 5 2","5 5 5"
64,"Female","US",2,3,3,4,5,3,5,5,3,4,5,3,5,5,5,"2, 3, 3","4, 5, 3","5 5 3","4 5 3","5 5 5"
23,"Male","FR",3,4,3,2,4,1,4,4,3,1,4,1,4,3,4,"3, 4, 3","2, 4, 1","4 4 3","1 4 1","4 3 4"
21,"Female","US",3,2,4,4,4,4,4,3,2,4,2,3,5,2,5,"3, 2, 4","4, 4, 4","4 3 2","4 2 3","5 2 5"
19,"Female","US",1,3,3,4,5,2,4,3,4,3,4,3,5,4,4,"1, 3, 3","4, 5, 2","4 3 4","3 4 3","5 4 4"
38,"Female","US",3,3,4,4,4,4,3,3,5,4,4,4,3,4,2,"3, 3, 4","4, 4, 4","3 3 5","4 4 4","3 4 2"
31,"Male","US",1,1,1,5,5,5,5,4,3,3,5,1,5,3,2,"1, 1, 1","5, 5, 5","5 4 3","3 5 1","5 3 2"
25,"Female","US",1,4,4,2,2,3,4,3,3,1,1,2,5,4,5,"1, 4, 4","2, 2, 3","4 3 3","1 1 2","5 4 5"
38,"Male","US",4,4,5,5,5,4,4,4,2,5,5,5,4,4,4,"4, 4, 5","5, 5, 4","4 4 2","5 5 5","4 4 4"
25,"Male","US",4,3,3,1,2,2,4,4,4,3,4,4,4,5,4,"4, 3, 3","1, 2, 2","4 4 4","3 4 4","4 5 4"
37,"Female","US",2,2,2,5,5,5,4,5,2,4,4,4,3,2,2,"2, 2, 2","5, 5, 5","4 5 2","4 4 4","3 2 2"
15,"Female","US",2,3,3,5,5,5,5,5,5,1,5,5,2,3,4,"2, 3, 3","5, 5, 5","5 5 5","1 5 5","2 3 4"
20,"Male","IN",2,4,4,2,2,5,4,5,4,2,2,2,4,4,4,"2, 4, 4","2, 2, 5","4 5 4","2 2 2","4 4 4"
34,"Male","AE",5,2,4,4,4,4,4,4,4,5,5,5,5,5,3,"5, 2, 4","4, 4, 4","4 4 4","5 5 5","5 5 3"
42,"Female","US",4,5,5,3,5,4,5,5,5,2,5,1,5,4,5,"4, 5, 5","3, 5, 4","5 5 5","2 5 1","5 4 5"
17,"Female","CA",4,4,5,2,2,3,5,2,5,5,5,4,5,5,5,"4, 4, 5","2, 2, 3","5 2 5","5 5 4","5 5 5"
14,"Female","US",1,1,5,3,4,5,1,5,3,2,1,5,2,4,1,"1, 1, 5","3, 4, 5","1 5 3","2 1 5","2 4 1"
17,"Female","AU",2,2,4,3,3,2,3,3,4,3,4,2,5,4,4,"2, 2, 4","3, 3, 2","3 3 4","3 4 2","5 4 4"
13,"Female","US",3,2,5,3,3,2,4,5,3,3,5,3,4,3,5,"3, 2, 5","3, 3, 2","4 5 3","3 5 3","4 3 5"
16,"Female","US",1,2,4,3,5,2,5,5,3,4,5,5,3,2,1,"1, 2, 4","3, 5, 2","5 5 3","4 5 5","3 2 1"
48,"Female","US",3,5,5,2,1,1,5,5,5,3,5,4,5,5,5,"3, 5, 5","2, 1, 1","5 5 5","3 5 4","5 5 5"
41,"Female","US",1,3,2,3,3,3,3,2,3,2,2,1,5,5,5,"1, 3, 2","3, 3, 3","3 2 3","2 2 1","5 5 5"
41,"Female","CA",2,2,4,2,2,2,2,3,4,3,3,4,4,4,4,"2, 2, 4","2, 2, 2","2 3 4","3 3 4","4 4 4"
24,"Female","US",3,4,4,3,4,2,3,4,4,4,4,3,3,4,4,"3, 4, 4","3, 4, 2","3 4 4","4 4 3","3 4 4"
22,"Female","US",4,3,3,4,4,4,4,4,3,3,4,3,3,4,3,"4, 3, 3","4, 4, 4","4 4 3","3 4 3","3 4 3"
18,"Female","US",5,5,3,5,5,5,5,5,5,3,5,2,4,3,2,"5, 5, 3","5, 5, 5","5 5 5","3 5 2","4 3 2"
17,"Female","PH",3,5,4,4,5,4,5,5,3,4,4,4,3,4,4,"3, 5, 4","4, 5, 4","5 5 3","4 4 4","3 4 4"
14,"Male","US",5,5,4,1,3,2,1,3,1,1,4,4,5,5,5,"5, 5, 4","1, 3, 2","1 3 1","1 4 4","5 5 5"
14,"Female","CA",2,3,4,4,5,3,4,4,4,3,5,4,5,4,5,"2, 3, 4","4, 5, 3","4 4 4","3 5 4","5 4 5"
25,"Male","MY",3,3,3,4,3,3,4,4,3,4,3,4,3,3,3,"3, 3, 3","4, 3, 3","4 4 3","4 3 4","3 3 3"
16,"Female","US",4,3,2,3,4,3,3,4,2,4,3,3,4,2,3,"4, 3, 2","3, 4, 3","3 4 2","4 3 3","4 2 3"
19,"Male","IN",2,2,1,4,4,4,3,2,1,2,2,2,4,3,3,"2, 2, 1","4, 4, 4","3 2 1","2 2 2","4 3 3"
19,"Female","PH",3,4,4,4,5,5,4,4,3,2,4,1,5,4,2,"3, 4, 4","4, 5, 5","4 4 3","2 4 1","5 4 2"
22,"Female","US",2,3,4,2,2,2,4,1,3,3,5,3,5,3,5,"2, 3, 4","2, 2, 2","4 1 3","3 5 3","5 3 5"
18,"Female","US",5,5,5,1,1,1,4,4,3,3,3,1,3,4,3,"5, 5, 5","1, 1, 1","4 4 3","3 3 1","3 4 3"
41,"Male","IN",4,4,4,5,2,4,4,5,4,4,4,4,4,4,4,"4, 4, 4","5, 2, 4","4 5 4","4 4 4","4 4 4"
23,"Female","US",3,3,2,4,5,2,4,4,3,5,5,5,5,5,5,"3, 3, 2","4, 5, 2","4 4 3","5 5 5","5 5 5"
22,"Female","US",2,5,5,4,5,3,5,5,5,4,3,5,3,5,4,"2, 5, 5","4, 5, 3","5 5 5","4 3 5","3 5 4"
16,"Male","US",1,1,1,5,5,5,2,2,1,5,4,4,5,5,5,"1, 1, 1","5, 5, 5","2 2 1","5 4 4","5 5 5"
22,"Female","US",3,3,4,3,4,3,4,5,4,5,5,4,4,4,4,"3, 3, 4","3, 4, 3","4 5 4","5 5 4","4 4 4"
66,"Female","US",4,5,5,3,4,3,5,5,5,4,3,4,3,4,4,"4, 5, 5","3, 4, 3","5 5 5","4 3 4","3 4 4"
30,"Female","US",1,2,2,5,5,2,4,5,3,4,4,4,3,5,5,"1, 2, 2","5, 5, 2","4 5 3","4 4 4","3 5 5"
33,"Female","AU",2,2,5,5,5,5,4,5,5,5,5,5,4,3,4,"2, 2, 5","5, 5, 5","4 5 5","5 5 5","4 3 4"
17,"Female","US",5,5,5,5,5,5,5,4,5,1,3,3,3,3,3,"5, 5, 5","5, 5, 5","5 4 5","1 3 3","3 3 3"
64,"Male","US",5,5,5,1,1,5,1,1,5,4,5,3,5,5,5,"5, 5, 5","1, 1, 5","1 1 5","4 5 3","5 5 5"
26,"Male","US",2,2,3,4,5,4,4,4,2,2,2,3,5,4,4,"2, 2, 3","4, 5, 4","4 4 2","2 2 3","5 4 4"
17,"Female","PH",1,2,1,3,5,4,5,4,3,4,4,4,5,4,4,"1, 2, 1","3, 5, 4","5 4 3","4 4 4","5 4 4"
18,"Female","US",1,2,3,2,4,3,2,3,3,2,5,4,4,4,4,"1, 2, 3","2, 4, 3","2 3 3","2 5 4","4 4 4"
18,"Male","US",1,2,3,5,5,4,4,4,4,3,4,3,5,4,5,"1, 2, 3","5, 5, 4","4 4 4","3 4 3","5 4 5"
21,"Female","US",3,5,4,2,4,2,5,5,5,5,5,3,5,5,5,"3, 5, 4","2, 4, 2","5 5 5","5 5 3","5 5 5"
55,"Male","IN",5,2,2,1,2,1,5,2,5,5,5,5,3,5,5,"5, 2, 2","1, 2, 1","5 2 5","5 5 5","3 5 5"
18,"Male","US",3,5,4,4,2,2,3,4,3,2,5,1,5,5,5,"3, 5, 4","4, 2, 2","3 4 3","2 5 1","5 5 5"
25,"Male","JP",4,3,5,5,4,2,5,4,2,3,4,2,5,4,5,"4, 3, 5","5, 4, 2","5 4 2","3 4 2","5 4 5"
23,"Male","US",1,3,3,1,5,1,3,5,5,3,5,5,4,5,4,"1, 3, 3","1, 5, 1","3 5 5","3 5 5","4 5 4"
20,"Male","A1",3,5,5,5,4,1,5,5,5,4,2,1,5,4,5,"3, 5, 5","5, 4, 1","5 5 5","4 2 1","5 4 5"
16,"Female","AU",1,1,3,3,5,3,5,5,5,1,3,2,5,3,5,"1, 1, 3","3, 5, 3","5 5 5","1 3 2","5 3 5"
21,"Male","IN",2,3,5,3,2,4,4,5,5,3,3,3,4,3,3,"2, 3, 5","3, 2, 4","4 5 5","3 3 3","4 3 3"
23,"Male","SA",1,4,2,4,5,3,3,4,3,3,4,3,3,3,3,"1, 4, 2","4, 5, 3","3 4 3","3 4 3","3 3 3"
34,"Female","US",1,3,3,3,5,1,3,5,1,4,5,3,5,5,3,"1, 3, 3","3, 5, 1","3 5 1","4 5 3","5 5 3"
18,"Female","CA",3,2,4,4,4,4,5,5,3,3,5,2,5,4,4,"3, 2, 4","4, 4, 4","5 5 3","3 5 2","5 4 4"
19,"Female","SA",5,4,2,3,4,3,5,5,5,5,5,5,5,5,4,"5, 4, 2","3, 4, 3","5 5 5","5 5 5","5 5 4"
15,"Male","US",1,4,5,4,4,2,4,4,2,4,3,5,4,5,5,"1, 4, 5","4, 4, 2","4 4 2","4 3 5","4 5 5"
19,"Male","US",1,3,3,2,4,2,4,1,4,4,4,4,4,4,4,"1, 3, 3","2, 4, 2","4 1 4","4 4 4","4 4 4"
18,"Female","CA",2,3,2,3,4,2,5,5,4,3,5,2,3,5,4,"2, 3, 2","3, 4, 2","5 5 4","3 5 2","3 5 4"
13,"Female","US",1,1,3,5,5,5,3,4,2,1,3,1,4,1,5,"1, 1, 3","5, 5, 5","3 4 2","1 3 1","4 1 5"
20,"Male","US",3,3,3,2,2,3,4,4,5,3,3,2,4,5,4,"3, 3, 3","2, 2, 3","4 4 5","3 3 2","4 5 4"
17,"Female","NP",1,2,4,2,2,5,4,4,4,1,1,2,5,3,4,"1, 2, 4","2, 2, 5","4 4 4","1 1 2","5 3 4"
18,"Female","ID",2,3,3,3,2,3,4,3,3,3,4,2,3,3,4,"2, 3, 3","3, 2, 3","4 3 3","3 4 2","3 3 4"
16,"Male","AU",2,2,1,4,5,5,3,4,2,2,5,2,4,3,3,"2, 2, 1","4, 5, 5","3 4 2","2 5 2","4 3 3"
15,"Female","IN",2,1,2,2,3,3,4,3,2,2,3,2,4,4,3,"2, 1, 2","2, 3, 3","4 3 2","2 3 2","4 4 3"
28,"Male","US",5,3,4,2,4,4,3,3,3,2,4,2,5,5,5,"5, 3, 4","2, 4, 4","3 3 3","2 4 2","5 5 5"
25,"Female","US",2,4,4,3,5,3,5,5,4,4,5,3,5,4,5,"2, 4, 4","3, 5, 3","5 5 4","4 5 3","5 4 5"
